id,nombre
5493,DOUBLE PRIVILEGE ROOM
4539,DOUBLE QUEEN BED (2 ADULTS)
493,DOUBLE QUEEN SIZE BED
4542,DOUBLE QUEEN SIZE BED + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
12431,DOUBLE RIVER VIEW
12530,DOUBLE RIVER VIEW + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
12588,DOUBLE ROOFTOP TERRACE 2 ADULTS
11586,DOUBLE ROOFTOP TERRACE ROOM
11560,DOUBLE ROOFTOP TERRACE ROOM  NRF
11622,DOUBLE ROOFTOP TERRACE ROOM HB
11606,DOUBLE ROOFTOP TERRACE ROOM HB  NRF
11539,DOUBLE ROOFTOP TERRACE ROOM RO
11504,DOUBLE ROOFTOP TERRACE ROOM RO  NRF
341,DOUBLE ROOM
14486,DOUBLE ROOM    NO REEMBOLSABLE
1241,DOUBLE ROOM   ADVANCE   NON REFUNDABLE
585,DOUBLE ROOM   BREAKFAST INCLUDED IN THE PRICE
12838,DOUBLE ROOM   CITY VIEW
14485,DOUBLE ROOM   CITY VIEW   TARIFA EMPAQUETADA    NO REEMBOLSABLE
5514,DOUBLE ROOM   CLASSIC
5429,DOUBLE ROOM   DELUXE
5430,DOUBLE ROOM   DELUXE TWIN BED
12833,DOUBLE ROOM   INTERIOR VIEW
14510,DOUBLE ROOM   INTERIOR VIEW    NO REEMBOLSABLE
14476,DOUBLE ROOM   INTERIOR VIEW   TARIFA EMPAQUETADA    NO REEMBOLSABLE
14674,DOUBLE ROOM   LAND VIEW
13572,DOUBLE ROOM   NON REFUNDABLE
13511,DOUBLE ROOM   NON REFUNDABLE   BREAKFAST INCLUDED IN THE PRICE
15006,DOUBLE ROOM   SINGLE OCCUPANCY   BREAKFAST INCLUDED IN THE PRICE
13588,DOUBLE ROOM   SINGLE OCCUPANCY   NON REFUNDABLE
14830,DOUBLE ROOM   SINGLE USE
15033,DOUBLE ROOM   SINGLE USE   CITY VIEW
14732,DOUBLE ROOM   SINGLE USE   CLASSIC
14847,DOUBLE ROOM   SINGLE USE   SUPERIOR   BALCONY
14101,DOUBLE ROOM   SINGLE USE + ROOM PROMTION
13326,DOUBLE ROOM   SMALL
5504,DOUBLE ROOM   STANDARD
1317,DOUBLE ROOM   SUPERIOR
15030,DOUBLE ROOM   SUPERIOR   CITY VIEW
13724,DOUBLE ROOM   SUPERIOR +
14343,DOUBLE ROOM   TARIFA EMPAQUETADA
3185,DOUBLE ROOM   TARIFA EMPAQUETADA    NO REEMBOLSABLE
11378,DOUBLE ROOM  BREAKFAST INCLUDED IN THE PRICE
11612,DOUBLE ROOM  CITY VIEW
4181,DOUBLE ROOM  CITY VIEW NON REFUNDABLE
11593,DOUBLE ROOM  INTERIOR VIEW
11061,DOUBLE ROOM  NON REFUNDABLE
11866,DOUBLE ROOM  NONREFUNDABLE
11449,DOUBLE ROOM  NONREFUNDABLE  BREAKFAST INCLUDED IN THE PRICE
16336,DOUBLE ROOM  OR TWIN STANDARD 1 CAMA KING SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 17%
16335,DOUBLE ROOM  OR TWIN STANDARD 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 17%
16348,DOUBLE ROOM  OR TWIN STANDARD 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>
11670,DOUBLE ROOM  SEA VIEW
13476,DOUBLE ROOM  SHARED BATHROOM
11375,DOUBLE ROOM  SINGLE OCCUPANCY  BREAKFAST INCLUDED IN THE PRICE
13261,"DOUBLE ROOM , 1 DOUBLE BED"
13260,"DOUBLE ROOM , 1 DOUBLE BED + "
13530,"DOUBLE ROOM , 1 QUEEN BED + "
14093,"DOUBLE ROOM , 1 QUEEN BED + MEMBER’S PRICE: 11%"
14110,"DOUBLE ROOM , 1 QUEEN BED + ROOM PROMTION"
13306,"DOUBLE ROOM , 2 TWIN BEDS + "
12809,DOUBLE ROOM (1 ADULT)
5510,DOUBLE ROOM (1 DOUBLE BED)
5494,DOUBLE ROOM (1 DOUBLE BED) + EXCLUSIVE DISCOUNT
720,DOUBLE ROOM (1 QUEEN BED)
6200,DOUBLE ROOM (2 AD)
13761,DOUBLE ROOM (2A) + SPECIAL OFFER 10% DISCOUNT_SPRING OFFER
2912,DOUBLE ROOM (AND 1 CHILD)
6397,"DOUBLE ROOM (DISCOVERY),1 QUEEN BED,NONSMOKING"
6396,"DOUBLE ROOM (DISCOVERY),1 QUEEN BED,NONSMOKING + SAVE10%"
1098,DOUBLE ROOM (GRAN VIA STREET VIEW)
1093,DOUBLE ROOM (INTERIOR)
1270,DOUBLE ROOM (L 2 ADULTS  1 CHILD)
1269,DOUBLE ROOM (L)
6679,"DOUBLE ROOM (LIT ROND),1 DOUBLE BED,NONSMOKING"
6678,"DOUBLE ROOM (LIT ROND),1 DOUBLE BED,NONSMOKING + SAVE10%"
6639,"DOUBLE ROOM (LIT ROND),1 DOUBLE BED,NONSMOKING + SAVE11%"
1268,DOUBLE ROOM (M)
13554,"DOUBLE ROOM (MASTER) , 1 QUEEN BED + "
3008,DOUBLE ROOM (MONASTERIO)
8938,"DOUBLE ROOM (NARCISSE),1 DOUBLE BED,NONSMOKING + SAVE10%"
6599,"DOUBLE ROOM (NOTRE DAME),1 DOUBLE BED,NONSMOKING + SAVE10%"
1557,DOUBLE ROOM (PET FRIENDLY)
13372,"DOUBLE ROOM (SINGLE USE) , 1 QUEEN BED"
2910,DOUBLE ROOM (SMALL)
11998,"DOUBLE ROOM (SQUARE), 1 QUEEN BED"
1271,DOUBLE ROOM (XL)
5532,DOUBLE ROOM + EXCLUSIVE DISCOUNT
5524,DOUBLE ROOM + EXCLUSIVE DISCOUNT|NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
80,DOUBLE ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
14102,DOUBLE ROOM + ROOM PROMTION
12926,DOUBLE ROOM + SPECIAL OFFER
1223,DOUBLE ROOM +1 CHILD FREE+ BABY
4744,DOUBLE ROOM +1 CHILD FREE+ BABY   TARIFA EMPAQUETADA
1096,DOUBLE ROOM 1 DOUBLE BED WITH SOFA BED
1252,DOUBLE ROOM 1 DOUBLE OR 2 TWIN BEDS
1092,DOUBLE ROOM 1 KING BED
1224,DOUBLE ROOM 2 ADULTS
3201,DOUBLE ROOM 2 ADULTS   TARIFA EMPAQUETADA
1239,DOUBLE ROOM 2 BEDS
3339,DOUBLE ROOM 2 PEOPLE
11904,DOUBLE ROOM BALCONY
11873,DOUBLE ROOM BALCONY NONREFUNDABLE
1307,DOUBLE ROOM BALCONY OR TERRACE
1587,DOUBLE ROOM BALCONY OR TERRACE CITY VIEW ONE BED
1659,DOUBLE ROOM BALCONY OR TERRACE SUPERIOR
1244,DOUBLE ROOM BB
15269,DOUBLE ROOM BB   1 ADULT
15275,DOUBLE ROOM BB   1 ADULT   NON REFUNDABLE
1245,DOUBLE ROOM BB   ADVANCE   NON REFUNDABLE
15137,DOUBLE ROOM BB   NON REFUNDABLE
15411,DOUBLE ROOM BB   NON REFUNDABLE   1 ADULT
14888,DOUBLE ROOM BB   NRF
15264,DOUBLE ROOM BB   NRF   1 ADULT
11120,DOUBLE ROOM BB  NON REFUNDABLE
1309,DOUBLE ROOM CITY VIEW
1433,DOUBLE ROOM CITY VIEW BUSINESS
3681,DOUBLE ROOM CITY VIEW NON REFUNDABLE
1432,DOUBLE ROOM COURTYARD VIEW
1310,DOUBLE ROOM DELUXE
2113,DOUBLE ROOM DELUXE CITY VIEW
1287,DOUBLE ROOM ECONOMIC
1288,DOUBLE ROOM ECONOMIC 2 BEDS
2064,DOUBLE ROOM ECONOMIC ONE BED
10982,DOUBLE ROOM FOR INDIVIDUAL USE
11095,DOUBLE ROOM FOR INDIVIDUAL USE 2 BEDS
13688,DOUBLE ROOM FOR INDIVIDUAL USE BUSINESS
11177,DOUBLE ROOM FOR INDIVIDUAL USE CITY VIEW
11050,DOUBLE ROOM FOR INDIVIDUAL USE CITY VIEW 2 BEDS NON REFUNDABLE
11097,DOUBLE ROOM FOR INDIVIDUAL USE DELUXE
13667,DOUBLE ROOM FOR INDIVIDUAL USE DELUXE 2 BEDS
13693,DOUBLE ROOM FOR INDIVIDUAL USE DELUXE CITY VIEW
11093,DOUBLE ROOM FOR INDIVIDUAL USE DELUXE CITY VIEW NON REFUNDABLE
11057,DOUBLE ROOM FOR INDIVIDUAL USE DELUXE NON REFUNDABLE
13668,DOUBLE ROOM FOR INDIVIDUAL USE DELUXE ONE BED
11200,DOUBLE ROOM FOR INDIVIDUAL USE EASY ACCESS
13660,DOUBLE ROOM FOR INDIVIDUAL USE GARDEN VIEW
11144,DOUBLE ROOM FOR INDIVIDUAL USE ONE BED
11049,DOUBLE ROOM FOR INDIVIDUAL USE ONE BED NON REFUNDABLE
13910,DOUBLE ROOM FOR INDIVIDUAL USE PREMIUM
11167,DOUBLE ROOM FOR INDIVIDUAL USE PREMIUM 2 BEDS
11090,DOUBLE ROOM FOR INDIVIDUAL USE PREMIUM 2 BEDS NON REFUNDABLE
11086,DOUBLE ROOM FOR INDIVIDUAL USE PREMIUM ONE BED NON REFUNDABLE
11087,DOUBLE ROOM FOR INDIVIDUAL USE SEA VIEW PREMIUM 2 BEDS NON REFUNDABLE
11231,DOUBLE ROOM FOR INDIVIDUAL USE SEA VIEW PREMIUM NON REFUNDABLE
13475,DOUBLE ROOM FOR INDIVIDUAL USE SHARED BATHROOM
11114,DOUBLE ROOM FOR INDIVIDUAL USE SIDE SEA VIEW PREMIUM NON REFUNDABLE
13522,DOUBLE ROOM FOR INDIVIDUAL USE SUPERIOR
13681,DOUBLE ROOM FOR INDIVIDUAL USE SUPERIOR CITY VIEW
12578,DOUBLE ROOM FOR SINGLE OCCUPANCY
12606,DOUBLE ROOM FOR SINGLE OCCUPANCY WITH TERRACE
1218,DOUBLE ROOM FRONTAL SEA VIEW BAY
1658,DOUBLE ROOM INTERIOR
1945,DOUBLE ROOM KING BED
2796,DOUBLE ROOM KING SIZE
13273,DOUBLE ROOM NON REFUNDABLE
15235,DOUBLE ROOM NR
1289,DOUBLE ROOM ONE BED
14321,DOUBLE ROOM OR TWIN DELUXE
15873,DOUBLE ROOM OR TWIN DELUXE 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 30%
15875,DOUBLE ROOM OR TWIN DELUXE 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 30%
15885,DOUBLE ROOM OR TWIN DELUXE 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PREÇO EXCLUSIVO PARA MEMBROS
11311,DOUBLE ROOM OR TWIN DELUXE NONREFUNDABLE
9002,"DOUBLE ROOM OR TWIN ROOM ELÉGANCE,1 DOUBLE BED,NONSMOKING"
6668,"DOUBLE ROOM OR TWIN ROOM ELÉGANCE,1 DOUBLE BED,NONSMOKING + PRIVATE SALE"
6683,"DOUBLE ROOM OR TWIN ROOM ELÉGANCE,1 DOUBLE BED,NONSMOKING + PRIVATE SALE: SAVE 10%"
9003,"DOUBLE ROOM OR TWIN ROOM ELÉGANCE,2 TWIN BEDS,NONSMOKING"
6669,"DOUBLE ROOM OR TWIN ROOM ELÉGANCE,2 TWIN BEDS,NONSMOKING + PRIVATE SALE"
6682,"DOUBLE ROOM OR TWIN ROOM ELÉGANCE,2 TWIN BEDS,NONSMOKING + PRIVATE SALE: SAVE 10%"
1119,DOUBLE ROOM PALACE VIEW
294,DOUBLE ROOM PARKING INCLUDED
1368,DOUBLE ROOM PARTIAL OCEAN VIEW
1584,DOUBLE ROOM PREMIUM ONE BED
13279,DOUBLE ROOM PRIVATE BATHROOM
13741,DOUBLE ROOM QUEEN BED
13734,DOUBLE ROOM QUEEN BED +
1281,DOUBLE ROOM RIVER VIEW
2922,DOUBLE ROOM RIVER VIEW (2 ADULTS).
1283,DOUBLE ROOM RIVER VIEW BALCONY OR TERRACE SUPERIOR
11993,DOUBLE ROOM RIVER VIEW WITH EXTRA BED
11980,DOUBLE ROOM RIVER VIEW WITH EXTRA BED NONREFUNDABLE
11901,DOUBLE ROOM RO
15255,DOUBLE ROOM RO   1 ADULT
15262,DOUBLE ROOM RO   1 ADULT   NON REFUNDABLE
15239,DOUBLE ROOM RO   NON REFUNDABLE
15395,DOUBLE ROOM RO   NON REFUNDABLE   1 ADULT
14870,DOUBLE ROOM RO   NRF
15251,DOUBLE ROOM RO   NRF   1 ADULT
11885,DOUBLE ROOM RO  NON REFUNDABLE
15230,DOUBLE ROOM RO NR
1323,DOUBLE ROOM SEA VIEW
13474,DOUBLE ROOM SHARED BATHROOM
15384,DOUBLE ROOM SINGLE USE
13308,"DOUBLE ROOM SINGLE USE , 1 DOUBLE BED + "
13307,"DOUBLE ROOM SINGLE USE , 2 TWIN BEDS + "
13760,DOUBLE ROOM SINGLE USE (1A) + SPECIAL OFFER 10% DISCOUNT_SPRING OFFER
13303,DOUBLE ROOM SINGLE USE + EXT SPO 10%
15393,DOUBLE ROOM SINGLE USE BB
15406,DOUBLE ROOM SINGLE USE RO
1369,DOUBLE ROOM SUPERIOR
13671,DOUBLE ROOM TERRACE (TERRACE GARDEN ROOM) NON REFUNDABLE
14944,DOUBLE ROOM WITH BALCONY   BREAKFAST INCLUDED IN THE PRICE
14906,DOUBLE ROOM WITH BALCONY   NON REFUNDABLE   BREAKFAST INCLUDED IN THE PRICE
12820,DOUBLE ROOM WITH BALCONY AND VIEW OF THE SEA
13611,DOUBLE ROOM WITH BALCONY BB
13603,DOUBLE ROOM WITH BALCONY BB   NRF
1575,DOUBLE ROOM WITH BALCONY.
1530,DOUBLE ROOM WITH CHILD
3202,DOUBLE ROOM WITH CHILD   TARIFA EMPAQUETADA
8691,"DOUBLE ROOM WITH CHROMOTHERAPY BATH,1 QUEEN BED,NONSMOKING + MEMBER’S EXCLUSIVE PRICE"
8700,"DOUBLE ROOM WITH CHROMOTHERAPY BATH,1 QUEEN BED,NONSMOKING + MEMBER’S PRICE: 10%"
3362,DOUBLE ROOM WITH CITY VIEWS
63,"DOUBLE ROOM WITH COURTYARD VIEW (2 CAMAS DE SOLTEIRO) (TIPO DE CAMA ESTÁ SUJEITO À DISPONIBILIDADE, SEM JANELA, VISTA PARA O PÁTIO)"
64,"DOUBLE ROOM WITH COURTYARD VIEW (CAMA DE CASAL) (SEM JANELA, VISTA PARA O PÁTIO)"
62,"DOUBLE ROOM WITH COURTYARD VIEW (CAMA DE CASAL) (TIPO DE CAMA ESTÁ SUJEITO À DISPONIBILIDADE, SEM JANELA, VISTA PARA O PÁTIO)"
61,DOUBLE ROOM WITH COURTYARD VIEW (CAMA DE CASAL) (VISTA PARA O PÁTIO)
741,DOUBLE ROOM WITH DOUBLE BED
723,DOUBLE ROOM WITH DOUBLE BED + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
587,DOUBLE ROOM WITH EXTRA BED
590,DOUBLE ROOM WITH EXTRA BED   BREAKFAST INCLUDED IN THE PRICE
14922,DOUBLE ROOM WITH EXTRA BED   SINGLE OCCUPANCY   BREAKFAST INCLUDED IN THE PRICE
6202,DOUBLE ROOM WITH EXTRA BED (2 ADULTS + 1 CHILD)
6201,DOUBLE ROOM WITH EXTRA BED (3 ADULTS)
12031,DOUBLE ROOM WITH EXTRA BED AND RIVER VIEW
12047,DOUBLE ROOM WITH EXTRA BED AND RIVER VIEW  BREAKFAST INCLUDED IN THE PRICE
12001,DOUBLE ROOM WITH EXTRA BED AND RIVER VIEW  NONREFUNDABLE
12012,DOUBLE ROOM WITH EXTRA BED AND RIVER VIEW  NONREFUNDABLE  BREAKFAST INCLUDED IN THE PRICE
126,DOUBLE ROOM WITH EXTRA BED FOR A CHILD
15038,DOUBLE ROOM WITH FIGUEIRA SQUARE VIEW
11973,DOUBLE ROOM WITH HOT TUB ROMANTIC PACKAGE  BREAKFAST INCLUDED IN THE PRICE
16947,"DOUBLE ROOM WITH LAGOON VIEW, SAFE, MINIBAR AND DOUBLE BED"
15090,DOUBLE ROOM WITH LAND VIEW BB
15081,DOUBLE ROOM WITH LAND VIEW BB NRF
15077,DOUBLE ROOM WITH LAND VIEW RO
15067,DOUBLE ROOM WITH LAND VIEW RO NRF
170,DOUBLE ROOM WITH PARKING
13488,DOUBLE ROOM WITH PRIVATE BATHROOM   NON REFUNDABLE
13607,DOUBLE ROOM WITH PRIVATE BATHROOM   NON REFUNDABLE   BREAKFAST INCLUDED IN THE PRICE
13386,DOUBLE ROOM WITH RIVER VIEW   BREAKFAST INCLUDED IN THE PRICE
13353,DOUBLE ROOM WITH RIVER VIEW   NON REFUNDABLE
11986,DOUBLE ROOM WITH RIVER VIEW  BREAKFAST INCLUDED IN THE PRICE
11948,DOUBLE ROOM WITH RIVER VIEW  NONREFUNDABLE
13700,DOUBLE ROOM WITH SEA VIEW   NON REFUNDABLE   HALF BOARD INCLUDED
3565,DOUBLE ROOM WITH TERRACE
13694,DOUBLE ROOM WITH TERRACE   BREAKFAST INCLUDED IN THE PRICE
11458,DOUBLE ROOM WITH TERRACE  BREAKFAST INCLUDED IN THE PRICE
12905,DOUBLE ROOM WITH TERRACE 1 PAX
16788,DOUBLE ROOM WITH TWO DOUBLE BEDS
455,DOUBLE ROOM WITH VIEWS
6631,"DOUBLE ROOM, 1 DOUBLE BED, NON SMOKING, CITY VIEW + SAVE10%"
6634,"DOUBLE ROOM, 1 DOUBLE BED, NON SMOKING, CITY VIEW + SAVE11%"
1462,"DOUBLE ROOM, 1 DOUBLE OR 2 TWIN BEDS"
1430,"DOUBLE ROOM, 1 KING BED"
1960,"DOUBLE ROOM, 2 ADULTS AND 1 CHILD"
1429,"DOUBLE ROOM, 2 TWIN BEDS"
6542,"DOUBLE ROOM, ACCESSIBLE, GROUND FLOOR,1 QUEEN BED,NONSMOKING + SAVE10%"
6548,"DOUBLE ROOM, ACCESSIBLE, GROUND FLOOR,1 QUEEN BED,NONSMOKING + SAVE11%"
1544,"DOUBLE ROOM, BALCONY (2 ADULTS + 1 CHILD)"
6494,"DOUBLE ROOM, BATHTUB,1 DOUBLE BED,NONSMOKING"
6355,"DOUBLE ROOM, BATHTUB,1 DOUBLE BED,NONSMOKING + BOOK EARLY AND SAVE"
6484,"DOUBLE ROOM, BATHTUB,1 DOUBLE BED,NONSMOKING + SAVE10%"
6485,"DOUBLE ROOM, BATHTUB,1 DOUBLE BED,NONSMOKING + SAVE11%"
1359,"DOUBLE ROOM, JETTED TUB"
1641,"DOUBLE ROOM, PARTIAL OCEAN VIEW"
6488,"DOUBLE ROOM, PRIVATE BATHROOM,2 DOUBLE BEDS,NONSMOKING"
6492,"DOUBLE ROOM, PRIVATE BATHROOM,2 DOUBLE BEDS,NONSMOKING + SAVE10%"
6489,"DOUBLE ROOM, PRIVATE BATHROOM,2 DOUBLE BEDS,NONSMOKING + SAVE11%"
16622,"DOUBLE ROOM, RIVER VIEW WITH EXTRA BED 1 CAMA QUEEN SIZE E 1 CAMA INDIVIDUAL + POUPE 15%  OFERTA ESPECIAL"
16603,"DOUBLE ROOM, RIVER VIEW WITH EXTRA BED 1 CAMA QUEEN SIZE E 1 CAMA INDIVIDUAL <U>NON REFUNDABLE</U> + POUPE 15%  OFERTA ESPECIAL"
1089,"DOUBLE ROOM, SEA VIEW"
6482,"DOUBLE ROOM, SHARED BATHROOM,1 DOUBLE BED,NONSMOKING"
6486,"DOUBLE ROOM, SHARED BATHROOM,1 DOUBLE BED,NONSMOKING + SAVE10%"
6483,"DOUBLE ROOM, SHARED BATHROOM,1 DOUBLE BED,NONSMOKING + SAVE11%"
1130,"DOUBLE ROOM, TERRACE"
13320,"DOUBLE ROOM, TERRACE (DOUBLE ROOFTOP) , 1 QUEEN BED + "
3010,"DOUBLE ROOM, TERRACE, GARDEN VIEW (MONASTERIO)"
1420,"DOUBLE ROOM, TERRACE, PARTIAL SEA VIEW (2 ADULTS AND 1 CHILD)"
1414,"DOUBLE ROOM, TERRACE, PARTIAL SEA VIEW (2 ADULTS)"
1682,"DOUBLE ROOM, TERRACE, SEA VIEW"
1689,"DOUBLE ROOM, TERRACE, SEA VIEW (2 ADULTS AND 1 CHILD)"
6275,"DOUBLE ROOM,1 DOUBLE BED,NONSMOKING"
6327,"DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + BOOK EARLY AND SAVE"
8895,"DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + BOOK NOW AND SAVE"
8766,"DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + PRIVATE SALE: SAVE 10%"
6287,"DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE10%"
6276,"DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE11%"
6530,"DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE20%"
6344,"DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE25%"
6351,"DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE26%"
6330,"DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE5%"
8744,"DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE6%"
9104,"DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE9%"
1464,"DOUBLE ROOM,1 DOUBLE OR 2 TWIN BEDS"
8539,"DOUBLE ROOM,1 KING BED,NONSMOKING"
8540,"DOUBLE ROOM,1 KING BED,NONSMOKING + SAVE11%"
14096,"DOUBLE ROOM,1 QUEEN BED,NONSMOKING + ROOM PROMTION"
6277,"DOUBLE ROOM,1 TWIN BED,NONSMOKING"
8681,"DOUBLE ROOM,1 TWIN BED,NONSMOKING + SAVE10%"
10881,DOUBLE ROOM(2 TWIN BEDS)
1858,DOUBLE SEA VIEW
3341,DOUBLE SEA VIEW ROOM
3343,DOUBLE SEA VIEW ROOM 1
13898,DOUBLE SINGLE SQUARE VIEW
1367,DOUBLE SINGLE USE
14193,DOUBLE SINGLE USE    NO REEMBOLSABLE
14227,DOUBLE SINGLE USE   TARIFA EMPAQUETADA
12819,DOUBLE SINGLE USE  WITH BALCONY AND VIEW SEA
14509,DOUBLE SINGLE USE (1PAX)
14503,DOUBLE SINGLE USE (1PAX)   TARIFA EMPAQUETADA
12906,DOUBLE SINGLE USE + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
15443,DOUBLE SINGLE USE BB
15429,DOUBLE SINGLE USE BB   NON REFUNDABLE
12106,DOUBLE SINGLE USE CAPACITY 1
199,DOUBLE SINGLE USE CITY VIEW
12152,DOUBLE SINGLE USE CLASSIC
12263,DOUBLE SINGLE USE CLASSIC DOUBLE BED
11351,DOUBLE SINGLE USE CLASSIC TEJO
12609,DOUBLE SINGLE USE COMFORT
12365,DOUBLE SINGLE USE DELUXE
12210,DOUBLE SINGLE USE EXECUTIVE
13851,DOUBLE SINGLE USE EXTERIOR/STREET
13298,DOUBLE SINGLE USE FRONT SEA VIEW ROOM   RO
13280,DOUBLE SINGLE USE FRONT SEA VIEW ROOM   RO NON REFUNDABLE
13317,DOUBLE SINGLE USE FRONT SEA VIEW ROOM BB
13296,DOUBLE SINGLE USE FRONT SEA VIEW ROOM BB   NRF
13396,DOUBLE SINGLE USE GARDEN VIEW
12879,DOUBLE SINGLE USE GRAND
12931,DOUBLE SINGLE USE POOL VIEW
12914,DOUBLE SINGLE USE POOL VIEW + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
12676,DOUBLE SINGLE USE PREMIUM
12459,DOUBLE SINGLE USE PREMIUM CITY VIEW
15431,DOUBLE SINGLE USE RO
15424,DOUBLE SINGLE USE RO   NON REFUNDABLE
13956,DOUBLE SINGLE USE ROSSIO VIEW
12202,DOUBLE SINGLE USE SEA VIEW
12225,DOUBLE SINGLE USE SEA VIEW WITH BALCONY
5462,DOUBLE SINGLE USE STANDARD
12621,DOUBLE SINGLE USE STANDARD + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
12162,DOUBLE SINGLE USE SUPERIOR
12666,DOUBLE SINGLE USE SUPERIOR + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
12416,DOUBLE SINGLE USE SUPERIOR CITY VIEW
12919,DOUBLE SINGLE USE SUPERIOR CITY VIEW + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
12541,DOUBLE SINGLE USE SUPERIOR WITH DOUBLE BED
1396,DOUBLE SINGLE USE SUPERIOR WITH TERRACE
12577,DOUBLE SINGLE USE TWO BEDS
13536,DOUBLE SINGLE USE W/TERRACE
12795,DOUBLE SINGLE USE WITH BALCONY
12532,DOUBLE SINGLE USE WITH DOUBLE BED
12647,DOUBLE SINGLE USE WITH KITCHENETTE
12601,DOUBLE SINGLE USE WITH TERRACE
198,DOUBLE SINGLE USE WITH VIEWS
840,DOUBLE SMALL
13722,DOUBLE SMALL INSIDE VIEW SINGLE USE
1348,DOUBLE SMALL ROOM 2 ADULTS
5516,DOUBLE SMALL ROOM WITH BALCONY
28,DOUBLE STANDARD
367,DOUBLE STANDARD    NO REEMBOLSABLE
368,DOUBLE STANDARD   TARIFA EMPAQUETADA
366,DOUBLE STANDARD   TARIFA EMPAQUETADA    NO REEMBOLSABLE
3278,DOUBLE STANDARD (2 ADULTS)
14115,DOUBLE STANDARD (2A) + SPECIAL OFFER 10% DISCOUNT
13790,DOUBLE STANDARD (2A) + SPECIAL OFFER 10% DISCOUNT_SPRING OFFER
34,DOUBLE STANDARD + COMPLIMENTARY BREAKFAST OFFER
5384,DOUBLE STANDARD + EXCLUSIVE DISCOUNT
26,DOUBLE STANDARD + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED
5496,DOUBLE STANDARD + SPECIAL DISCOUNT
16837,DOUBLE STANDARD + SPECIAL OFFER
12248,DOUBLE STANDARD 1PAX
4533,DOUBLE STANDARD 2 ADULTS
1236,DOUBLE STANDARD ADAPTED
1212,DOUBLE STANDARD BB
15112,DOUBLE STANDARD BB   NON REFUNDABLE
13597,DOUBLE STANDARD BB   NRF
1182,DOUBLE STANDARD BB   SPECIAL OFFER
1181,DOUBLE STANDARD EB 15D BB
1210,DOUBLE STANDARD EB 15D BB    SPECIAL OFFER
1179,DOUBLE STANDARD EB 15D BB   SPECIAL OFFER
1177,DOUBLE STANDARD EB 15D RO
1208,DOUBLE STANDARD EB 15D RO    SPECIAL OFFER
1176,DOUBLE STANDARD EB 15D RO   SPECIAL OFFER
1175,DOUBLE STANDARD EB 60D BB
1207,DOUBLE STANDARD EB 60D BB    SPECIAL OFFER
1174,DOUBLE STANDARD EB 60D BB   SPECIAL OFFER
1173,DOUBLE STANDARD EB 60D RO
1206,DOUBLE STANDARD EB 60D RO    SPECIAL OFFER
1172,DOUBLE STANDARD EB 60D RO   SPECIAL OFFER
15156,DOUBLE STANDARD HB
15145,DOUBLE STANDARD HB   NON REFUNDABLE
1211,DOUBLE STANDARD RO
1209,DOUBLE STANDARD RO    SPECIAL OFFER
15103,DOUBLE STANDARD RO   NON REFUNDABLE
1178,DOUBLE STANDARD RO   SPECIAL OFFER
12105,DOUBLE STANDARD ROOM
14229,DOUBLE STANDARD ROOM    NO REEMBOLSABLE
14457,DOUBLE STANDARD ROOM   TARIFA EMPAQUETADA
