id,nombre,category_real
14550,COZY (1PAX),STANDARD ROOM
12683,COZY ROOM,STANDARD ROOM
11652,COZY ROOM WITH QUEEN SIZE BED,STANDARD ROOM
13419,COZY ROOM WITH QUEEN SIZE BED   BREAKFAST INCLUDED IN THE PRICE,STANDARD ROOM
11667,COZY ROOM WITH QUEEN SIZE BED  BREAKFAST INCLUDED IN THE PRICE,STANDARD ROOM
13420,COZY SINGLE *,STANDARD ROOM
13706,"COZY, GARDEN",STANDARD ROOM
15451,CR FAMILIAR HATTRICK RO   SPO,FAMILY ROOM
14532,CR ROOM,STANDARD ROOM
14556,CR SUPERIOR,SUPERIOR ROOM
15456,CR SUPERIOR BB,SUPERIOR ROOM
15434,CR SUPERIOR BB   SPO,SUPERIOR ROOM
15455,CR SUPERIOR CORNER BB   SPO,SUPERIOR ROOM
15439,CR SUPERIOR CORNER RO   SPO,SUPERIOR ROOM
15426,CR SUPERIOR RO   SPO,SUPERIOR ROOM
651,CREEK VIEW,STANDARD ROOM
5088,CUADRUPLE   ESTANDARD CUADRUPLE STANDARD,STANDARD ROOM
5091,CUADRUPLE   ESTANDARD NO REEMBOLSABLE,STANDARD ROOM
5097,CUADRUPLE   ESTANDARD OPACA,STANDARD ROOM
5092,CUADRUPLE   ESTANDARD OPACA NRF,STANDARD ROOM
5096,CUADRUPLE   ESTANDARD PÚBLICA,STANDARD ROOM
11140,CUADRUPLE (1 PERSON USE),QUADRUPLE ROOM
6265,CUADRUPLE (2 AD + 2 NIÑOS),QUADRUPLE ROOM
3238,CUADRUPLE 2+2,QUADRUPLE ROOM
14764,CUADRUPLE CAMA QUEEN SIZE,QUADRUPLE ROOM
6271,CUADRUPLE CON TERRAZA (2+2),QUADRUPLE ROOM
139,CUADRUPLE CON VISTAS,QUADRUPLE ROOM
16745,CUADRUPLE DOS CAMAS DOBLES,QUADRUPLE ROOM
16744,CUADRUPLE DOS CAMAS DOBLES   TARIFA EMPAQUETADA,QUADRUPLE ROOM
14245,CUADRUPLE OCUPADA 1 PERSONA,QUADRUPLE ROOM
10868,CUADRUPLE QUADRUPLE ROOM,QUADRUPLE ROOM
1157,CUADRUPLE ROOM   PACKAGE RATE,QUADRUPLE ROOM
14841,CUADRUPLE STANDARD,QUADRUPLE ROOM
16766,CUADRUPLE STANDARD  ESTANDAR,STANDARD ROOM
14908,CUADRUPLE SUPERIOR,SUPERIOR ROOM
7327,CUADRUPLE(3 AD + 1 NIÑO),QUADRUPLE ROOM
10999,DBL OR TWIN EXECUTIVE ROOM,DOUBLE ROOM
15066,DBL OR TWIN EXECUTIVE ROOM   NON REFUNDABLE,DOUBLE ROOM
10986,DBL OR TWIN EXECUTIVE ROOM  NON REFUNDABLE,DOUBLE ROOM
11014,DBL OR TWIN EXECUTIVE ROOM BB,DOUBLE ROOM
15076,DBL OR TWIN EXECUTIVE ROOM BB   NON REFUNDABLE,DOUBLE ROOM
10998,DBL OR TWIN EXECUTIVE ROOM BB  NON REFUNDABLE,DOUBLE ROOM
11003,DBL OR TWIN STANDARD ROOM,DOUBLE ROOM
15070,DBL OR TWIN STANDARD ROOM   NON REFUNDABLE,DOUBLE ROOM
10991,DBL OR TWIN STANDARD ROOM  NON REFUNDABLE,DOUBLE ROOM
11033,DBL OR TWIN STANDARD ROOM BB,DOUBLE ROOM
15080,DBL OR TWIN STANDARD ROOM BB   NON REFUNDABLE,DOUBLE ROOM
11013,DBL OR TWIN STANDARD ROOM BB  NON REFUNDABLE,DOUBLE ROOM
632,DBL SU,DOUBLE ROOM
15371,DBL/TWIN BB NRF,DOUBLE ROOM
12738,DBT VINTAGE SUPERIOR,SUPERIOR ROOM
14032,DBT VINTAGE SUPERIOR   TARIFA EMPAQUETADA,SUPERIOR ROOM
3411,DEACTIVATE***2+1,STANDARD ROOM
500,DELUXE,DELUXE ROOM
519,DELUXE    NO REEMBOLSABLE,DELUXE ROOM
9043,DELUXE + EXCLUSIVE DISCOUNT|NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,DELUXE ROOM
557,DELUXE + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,DELUXE ROOM
14570,DELUXE 2 BEDROOM SUITE WITH SQUARE VIEW,SUITE
13551,"DELUXE 2 BEDROOM SUITE WITH SQUARE VIEW , 2 KING BEDS + ",SUITE
16310,DELUXE 2 BEDROOM SUITE WITH SQUARE VIEW 2 CAMAS KING SIZE + PREÇO PARA MEMBROS: 10%,SUITE
16316,DELUXE 2 BEDROOM SUITE WITH SQUARE VIEW 2 CAMAS KING SIZE <U>PACKAGE RATE</U> + PREÇO EXCLUSIVO PARA MEMBROS,SUITE
16306,DELUXE 2 BEDROOM SUITE WITH SQUARE VIEW 2 CAMAS KING SIZE <U>PACKAGE RATE</U> + PROMOÇÃO PRIVADA,SUITE
13537,"DELUXE APARTMENT , 1 DOUBLE BED AND 1 TWIN SOFA BED + ",DELUXE ROOM
6461,"DELUXE APARTMENT (301),1 QUEEN BED AND 1 DOUBLE SOFA BED,NONSMOKING",DELUXE ROOM
9429,"DELUXE APARTMENT (301),1 QUEEN BED AND 1 DOUBLE SOFA BED,NONSMOKING + PRIVATE SALE: SAVE 9%",DELUXE ROOM
6465,"DELUXE APARTMENT (303),1 QUEEN BED AND 1 DOUBLE SOFA BED,NONSMOKING",DELUXE ROOM
6462,"DELUXE APARTMENT (401),1 QUEEN BED AND 1 DOUBLE SOFA BED,NONSMOKING",DELUXE ROOM
9430,"DELUXE APARTMENT (401),1 QUEEN BED AND 1 DOUBLE SOFA BED,NONSMOKING + PRIVATE SALE: SAVE 9%",DELUXE ROOM
6464,"DELUXE APARTMENT (403),1 QUEEN BED AND 1 DOUBLE SOFA BED,NONSMOKING",DELUXE ROOM
9434,"DELUXE APARTMENT (403),1 QUEEN BED AND 1 DOUBLE SOFA BED,NONSMOKING + PRIVATE SALE: SAVE 9%",DELUXE ROOM
6463,"DELUXE APARTMENT (601),1 QUEEN BED AND 1 DOUBLE SOFA BED,NONSMOKING",DELUXE ROOM
9428,"DELUXE APARTMENT (601),1 QUEEN BED AND 1 DOUBLE SOFA BED,NONSMOKING + PRIVATE SALE: SAVE 9%",DELUXE ROOM
9435,"DELUXE APARTMENT (603),1 QUEEN BED AND 1 DOUBLE SOFA BED,NONSMOKING + PRIVATE SALE: SAVE 9%",DELUXE ROOM
1261,"DELUXE APARTMENT, 3 BEDROOMS, SEA VIEW (CON ACCESO SPA)",DELUXE ROOM
6761,"DELUXE APARTMENT, ANNEX BUILDING,1 QUEEN BED AND 1 QUEEN SOFA BED,NONSMOKING",DELUXE ROOM
6765,"DELUXE APARTMENT, ANNEX BUILDING,1 QUEEN BED AND 1 QUEEN SOFA BED,NONSMOKING + SAVE10%",DELUXE ROOM
6735,"DELUXE APARTMENT,1 QUEEN BED AND 1 DOUBLE SOFA BED,NONSMOKING",DELUXE ROOM
6736,"DELUXE APARTMENT,1 QUEEN BED AND 1 QUEEN SOFA BED,NONSMOKING",DELUXE ROOM
11320,DELUXE AVENUE VIEW,DELUXE ROOM
11795,DELUXE BALCONY ROOM BB,DELUXE ROOM
15357,DELUXE BALCONY ROOM BB   NR15BB10   NON REFUNDABLE 15D BB 10%,DELUXE ROOM
11777,DELUXE BALCONY ROOM BB  NR15BB10  NON REFUNDABLE 15D BB 10,DELUXE ROOM
11787,DELUXE BALCONY ROOM BB  NR15BB10  NON REFUNDABLE 15D BB 10 NON REFUNDABLE,DELUXE ROOM
636,DELUXE CITY VIEW,DELUXE ROOM
14279,DELUXE CITY VIEW   TARIFA EMPAQUETADA,DELUXE ROOM
678,DELUXE CITY VIEW (NON REFUNDABLE) TARIFA NO REEMBOLSABLE.,DELUXE ROOM
12318,DELUXE CITY VIEW 1 ADULT,DELUXE ROOM
14271,DELUXE CITY VIEW 1 ADULT   TARIFA EMPAQUETADA,DELUXE ROOM
12378,DELUXE CITY VIEW 2 ADULTS + 1 CHILD,DELUXE ROOM
11845,DELUXE CITY VIEW RM 2 TWIN FLOOR 1 4 CITY VIEW FULL MARBLE BATHROOM LUXURY,DELUXE ROOM
12372,DELUXE CITY VIEW ROOM,DELUXE ROOM
11846,DELUXE CITY VIEW ROOM KING FLOOR 1 4 CITY VIEW FULL MARBLE BATHROOM LUXURY,DELUXE ROOM
15177,DELUXE CLASSIC APARTMENT,DELUXE ROOM
15169,DELUXE CLASSIC APARTMENT   NR15RO10   NON REFUNDABLE 15D RO 10%,DELUXE ROOM
14761,DELUXE CLASSIC APARTMENT NON REFUNDABLE,DELUXE ROOM
5454,DELUXE CLUB ROOM    (1 BATHROOM – 2 PEOPLE MAX),DELUXE ROOM
7313,"DELUXE CLUB,1 KING BED,NONSMOKING + PRIVATE SALE",DELUXE ROOM
6779,"DELUXE CLUB,1 KING BED,NONSMOKING + PRIVATE SALE: SAVE 10%",DELUXE ROOM
7312,"DELUXE CLUB,2 TWIN BEDS,NONSMOKING + PRIVATE SALE",DELUXE ROOM
6780,"DELUXE CLUB,2 TWIN BEDS,NONSMOKING + PRIVATE SALE: SAVE 10%",DELUXE ROOM
643,DELUXE CREEK VIEW,DELUXE ROOM
668,DELUXE CREEK VIEW KING,DELUXE ROOM
677,DELUXE CREEK VIEW KING (WITH EXTRA BED),DELUXE ROOM
171,DELUXE DOUBLE,DELUXE ROOM
1116,DELUXE DOUBLE OR TWIN ROOM,DELUXE ROOM
14916,DELUXE DOUBLE OR TWIN ROOM   SINGLE OCCUPANCY   BREAKFAST INCLUDED IN THE PRICE,DELUXE ROOM
11809,DELUXE DOUBLE OR TWIN ROOM  BREAKFAST INCLUDED IN THE PRICE,DELUXE ROOM
11792,DELUXE DOUBLE OR TWIN ROOM  NONREFUNDABLE  BREAKFAST INCLUDED IN THE PRICE,DELUXE ROOM
11805,DELUXE DOUBLE OR TWIN ROOM  SINGLE OCCUPANCY  BREAKFAST INCLUDED IN THE PRICE,DELUXE ROOM
13368,"DELUXE DOUBLE OR TWIN ROOM , 1 DOUBLE BED + ",DELUXE ROOM
13369,"DELUXE DOUBLE OR TWIN ROOM , 2 TWIN BEDS + ",DELUXE ROOM
11674,DELUXE DOUBLE OR TWIN ROOM (CASTLE OR RIVER VIEW),DELUXE ROOM
11664,DELUXE DOUBLE OR TWIN ROOM (CASTLE OR RIVER VIEW) NONREFUNDABLE,DELUXE ROOM
8726,"DELUXE DOUBLE OR TWIN ROOM (DESIGN),1 QUEEN BED,NONSMOKING + BOOK NOW AND SAVE",DELUXE ROOM
8750,"DELUXE DOUBLE OR TWIN ROOM (DESIGN),1 QUEEN BED,NONSMOKING + PRIVATE SALE: SAVE 10%",DELUXE ROOM
8727,"DELUXE DOUBLE OR TWIN ROOM (DESIGN),2 TWIN BEDS,NONSMOKING + BOOK NOW AND SAVE",DELUXE ROOM
8751,"DELUXE DOUBLE OR TWIN ROOM (DESIGN),2 TWIN BEDS,NONSMOKING + PRIVATE SALE: SAVE 10%",DELUXE ROOM
13682,"DELUXE DOUBLE OR TWIN ROOM, CITY VIEW , 1 KING BED + ",DELUXE ROOM
13689,"DELUXE DOUBLE OR TWIN ROOM, CITY VIEW , 2 TWIN BEDS + ",DELUXE ROOM
1346,"DELUXE DOUBLE OR TWIN ROOM, SEA VIEW",DELUXE ROOM
768,DELUXE DOUBLE ROOM,DELUXE ROOM
14621,DELUXE DOUBLE ROOM    NO REEMBOLSABLE,DELUXE ROOM
13510,DELUXE DOUBLE ROOM   NON REFUNDABLE   BREAKFAST INCLUDED IN THE PRICE,DELUXE ROOM
11802,DELUXE DOUBLE ROOM  BALCONY(1 KING BED),DELUXE ROOM
11781,DELUXE DOUBLE ROOM  BALCONY(1 KING BED) NON REFUNDABLE,DELUXE ROOM
11801,DELUXE DOUBLE ROOM  BALCONY(2 TWIN BEDS),DELUXE ROOM
11780,DELUXE DOUBLE ROOM  BALCONY(2 TWIN BEDS) NON REFUNDABLE,DELUXE ROOM
13604,"DELUXE DOUBLE ROOM , 1 DOUBLE BED",DELUXE ROOM
13600,"DELUXE DOUBLE ROOM , 1 DOUBLE BED + ",DELUXE ROOM
13393,"DELUXE DOUBLE ROOM , 1 KING BED + ",DELUXE ROOM
13398,"DELUXE DOUBLE ROOM , 1 QUEEN BED",DELUXE ROOM
6745,"DELUXE DOUBLE ROOM (DOUCHE),1 KING BED,NONSMOKING + SAVE19%",DELUXE ROOM
6734,"DELUXE DOUBLE ROOM (DOUCHE),1 KING BED,NONSMOKING + SAVE25%",DELUXE ROOM
13888,DELUXE DOUBLE ROOM (FULL DOUBLE BED),DELUXE ROOM
13936,DELUXE DOUBLE ROOM (FULL DOUBLE BED) (BED TYPE IS SUBJECT TO AVAILABILITY),DELUXE ROOM
13904,DELUXE DOUBLE ROOM (TWIN BEDS),DELUXE ROOM
13411,"DELUXE DOUBLE ROOM (WITH EXTRA BED) , 1 KING BED + ",DELUXE ROOM
11793,DELUXE DOUBLE ROOM BALCONY,DELUXE ROOM
11774,DELUXE DOUBLE ROOM BALCONY NONREFUNDABLE,DELUXE ROOM
3683,DELUXE DOUBLE ROOM CITY VIEW NON REFUNDABLE,DELUXE ROOM
13610,DELUXE DOUBLE ROOM PRIVATE BATHROOM NON REFUNDABLE,DELUXE ROOM
12691,DELUXE DOUBLE ROOM SINGLE USE,DELUXE ROOM
14798,DELUXE DOUBLE ROOM WITH POOL VIEW   NON REFUNDABLE   BREAKFAST INCLUDED IN THE PRICE,DELUXE ROOM
13612,DELUXE DOUBLE ROOM WITH PRIVATE BATHROOM AND CASTLE VIEW   NON REFUNDABLE   BREAKFAST INCLUDED IN THE PRICE,DELUXE ROOM
8678,"DELUXE DOUBLE ROOM, 1 DOUBLE BED,NONSMOKING + SAVE10%",DELUXE ROOM
11966,"DELUXE DOUBLE ROOM, 1 QUEEN BED",DELUXE ROOM
1390,"DELUXE DOUBLE ROOM, 1 QUEEN BED, CITY VIEW",DELUXE ROOM
1389,"DELUXE DOUBLE ROOM, 2 TWIN BEDS, COURTYARD VIEW (INTERIOR)",DELUXE ROOM
2112,"DELUXE DOUBLE ROOM, BALCONY, CITY VIEW",DELUXE ROOM
6436,"DELUXE DOUBLE ROOM, BATHTUB,1 QUEEN BED,NONSMOKING + SAVE10%",DELUXE ROOM
6437,"DELUXE DOUBLE ROOM, BATHTUB,2 TWIN BEDS,NONSMOKING + SAVE10%",DELUXE ROOM
13632,"DELUXE DOUBLE ROOM, ENSUITE , 1 KING BED + ",SUITE
2072,"DELUXE DOUBLE ROOM, HOT TUB",DELUXE ROOM
6507,"DELUXE DOUBLE ROOM,1 DOUBLE BED,NONSMOKING",DELUXE ROOM
6503,"DELUXE DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + BOOK EARLY AND SAVE",DELUXE ROOM
8759,"DELUXE DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + MEMBER’S EXCLUSIVE PRICE",DELUXE ROOM
8769,"DELUXE DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + MEMBER’S PRICE: 15%",DELUXE ROOM
9036,"DELUXE DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE10%",DELUXE ROOM
8907,"DELUXE DOUBLE ROOM,1 DOUBLE BED,NONSMOKING + SAVE5%",DELUXE ROOM
9365,"DELUXE DOUBLE ROOM,1 KING BED,NONSMOKING",DELUXE ROOM
8994,"DELUXE DOUBLE ROOM,1 KING BED,NONSMOKING + SAVE30%",DELUXE ROOM
7657,"DELUXE DOUBLE ROOM,1 KING BED,NONSMOKING + SAVE31%",DELUXE ROOM
6450,"DELUXE DOUBLE ROOM,1 QUEEN BED,NONSMOKING",DELUXE ROOM
6602,"DELUXE DOUBLE ROOM,1 QUEEN BED,NONSMOKING + PRIVATE SALE",DELUXE ROOM
6609,"DELUXE DOUBLE ROOM,1 QUEEN BED,NONSMOKING + PRIVATE SALE: SAVE 10%",DELUXE ROOM
9392,"DELUXE DOUBLE ROOM,1 QUEEN BED,NONSMOKING + SAVE10%",DELUXE ROOM
6601,"DELUXE DOUBLE ROOM,2 LARGE TWIN BEDS,NONSMOKING + PRIVATE SALE",DELUXE ROOM
6608,"DELUXE DOUBLE ROOM,2 LARGE TWIN BEDS,NONSMOKING + PRIVATE SALE: SAVE 10%",DELUXE ROOM
9364,"DELUXE DOUBLE ROOM,2 TWIN BEDS,NONSMOKING",DELUXE ROOM
9409,"DELUXE DOUBLE ROOM,2 TWIN BEDS,NONSMOKING + SAVE10%",DELUXE ROOM
15336,DELUXE DOUBLE W/EXTRABED,DELUXE ROOM
247,DELUXE EXTRA ROOM CITY VIEW,DELUXE ROOM
13705,DELUXE FAMILY,FAMILY ROOM
12994,DELUXE FAMILY (2 ADULTS + 2 CHILDREN),FAMILY ROOM
14787,DELUXE FAMILY APARTMENT,FAMILY ROOM
11735,DELUXE FAMILY ROOM,FAMILY ROOM
14082,DELUXE FAMILY SUITE   NON REFUNDABLE,FAMILY ROOM
14085,DELUXE FAMILY SUITE   NON REFUNDABLE   BREAKFAST INCLUDED IN THE PRICE,FAMILY ROOM
16966,DELUXE FAMILY SUITE OCEAN VIEW,FAMILY ROOM
12755,DELUXE GARDEN,DELUXE ROOM
11272,DELUXE GARDEN  SGL,DELUXE ROOM
12756,DELUXE GARDEN + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,DELUXE ROOM
14043,DELUXE GARDEN DOUBLE ROOM (FULL DOUBLE BED),DELUXE ROOM
14046,DELUXE GARDEN DOUBLE ROOM (FULL DOUBLE BED) (QUEEN SIZE BED),DELUXE ROOM
5566,DELUXE GARDEN VIEW,DELUXE ROOM
12361,DELUXE GARDEN VIEW 1 ADULT,DELUXE ROOM
12399,DELUXE GARDEN VIEW 2 ADULTS + 1 CHILD,DELUXE ROOM
16956,DELUXE GOLF & OCEAN VIEW DOUBLE,DELUXE ROOM
16957,DELUXE GOLF & OCEAN VIEW KING,DELUXE ROOM
16972,DELUXE GOLF AND OCEAN VIEW 2 QUEENS,DELUXE ROOM
16973,DELUXE GOLF AND OCEAN VIEW KING,DELUXE ROOM
207,DELUXE GRAN VIA,DELUXE ROOM
12462,DELUXE JUNIOR SUITE,JUNIOR SUITE
15950,DELUXE JUNIOR SUITE 1 CAMA KING SIZE <U>NON REFUNDABLE</U>,JUNIOR SUITE
426,DELUXE JUNIOR SUITE REDLEVEL,JUNIOR SUITE
16929,DELUXE KING,DELUXE ROOM
14976,DELUXE KING ROOM   SINGLE OCCUPANCY   NON REFUNDABLE   BREAKFAST INCLUDED IN THE PRICE,DELUXE ROOM
2074,"DELUXE LOFT, CITY VIEW",DELUXE ROOM
16958,DELUXE OCEAN VIEW 2 QUEENS,DELUXE ROOM
16959,DELUXE OCEAN VIEW KING,DELUXE ROOM
12091,DELUXE ONE BEDROOM APARTMENT,DELUXE ROOM
12089,DELUXE ONE BEDROOM APARTMENT RO NRF,DELUXE ROOM
11856,DELUXE ONE BEDROOM SUITE KING,SUITE
11818,DELUXE PALACE ROOM,DELUXE ROOM
12779,DELUXE PARK VIEW KING,DELUXE ROOM
11847,DELUXE PARK VIEW KING FLOORS 1 4 CITY VIEW FULL MARBLE BATHROOM FREE WIFI,DELUXE ROOM
12780,DELUXE PARK VIEW TWO TWINS,DELUXE ROOM
11848,DELUXE PARK VIEW TWO TWINS FLOORS 1 4 CITY VIEW FULL MARBLE BATHROOM FREE WIFI,DELUXE ROOM
1610,"DELUXE PENTHOUSE, TERRACE, CITY VIEW",DELUXE ROOM
15213,DELUXE PREMIER ROOM BB,DELUXE ROOM
15207,DELUXE PREMIER ROOM BB   NR15BB10   NON REFUNDABLE 15D BB 10%,DELUXE ROOM
11301,DELUXE PREMIER SINGLE,DELUXE ROOM
16801,DELUXE QUEEN,DELUXE ROOM
298,DELUXE REDLEVEL,DELUXE ROOM
12973,DELUXE RIVER SUITE,SUITE
14656,DELUXE RIVER SUITE    NO REEMBOLSABLE,SUITE
14651,DELUXE RIVER SUITE   TARIFA EMPAQUETADA    NO REEMBOLSABLE,SUITE
11309,DELUXE RIVER VIEW,DELUXE ROOM
12420,DELUXE RIVER VIEW  (2 AD + 1 CH),DELUXE ROOM
14324,DELUXE RIVER VIEW  (2 AD + 1 CH)   TARIFA EMPAQUETADA    NO REEMBOLSABLE,DELUXE ROOM
12411,DELUXE RIVER VIEW  (2 AD + 1 CH) + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,DELUXE ROOM
12458,DELUXE RIVER VIEW (3 AD),DELUXE ROOM
12451,DELUXE RIVER VIEW (3 AD) + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,DELUXE ROOM
12412,DELUXE RIVER VIEW + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,DELUXE ROOM
12778,DELUXE RM KING BED,DELUXE ROOM
244,DELUXE ROOM,DELUXE ROOM
1951,DELUXE ROOM   CITY VIEW,DELUXE ROOM
802,DELUXE ROOM   KING OR TWIN BED,DELUXE ROOM
935,DELUXE ROOM   KING OR TWIN BED   TARIFA EMPAQUETADA    NO REEMBOLSABLE,DELUXE ROOM
15317,DELUXE ROOM   NON REFUNDABLE,DELUXE ROOM
15273,DELUXE ROOM   NON REFUNDABLE   10%,DELUXE ROOM
14319,DELUXE ROOM   TARIFA EMPAQUETADA,DELUXE ROOM
14314,DELUXE ROOM   TARIFA EMPAQUETADA    NO REEMBOLSABLE,DELUXE ROOM
8845,"DELUXE ROOM   VUE PARIS,1 QUEEN BED,NONSMOKING + BOOK NOW AND SAVE",DELUXE ROOM
8842,"DELUXE ROOM   VUE PARIS,1 QUEEN BED,NONSMOKING + SAVE 20%",DELUXE ROOM
8844,"DELUXE ROOM   VUE PARIS,2 TWIN BEDS,NONSMOKING + BOOK NOW AND SAVE",DELUXE ROOM
8841,"DELUXE ROOM   VUE PARIS,2 TWIN BEDS,NONSMOKING + SAVE 20%",DELUXE ROOM
11119,DELUXE ROOM  CITY VIEW,DELUXE ROOM
13380,"DELUXE ROOM , 1 DOUBLE BED + ",DELUXE ROOM
12407,DELUXE ROOM (1AD),DELUXE ROOM
14322,DELUXE ROOM (1AD)   TARIFA EMPAQUETADA    NO REEMBOLSABLE,DELUXE ROOM
12402,DELUXE ROOM (1AD) + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,DELUXE ROOM
12991,DELUXE ROOM (1ADULT),DELUXE ROOM
11733,DELUXE ROOM (21  KING SIZE BED),DELUXE ROOM
1262,DELUXE ROOM (CITY OF ARTS AND SCIENCES VIEW),DELUXE ROOM
1259,DELUXE ROOM (DELUXE),DELUXE ROOM
2043,DELUXE ROOM (WITH EXTRA BED),DELUXE ROOM
6392,"DELUXE ROOM (WITH SPA ACCESS),1 DOUBLE BED,NONSMOKING",DELUXE ROOM
9279,"DELUXE ROOM (WITH SPA ACCESS),1 DOUBLE BED,NONSMOKING + SAVE10%",DELUXE ROOM
12392,DELUXE ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED,DELUXE ROOM
5435,DELUXE ROOM + SPECIAL DISCOUNT,DELUXE ROOM
14750,DELUXE ROOM 1 DOUBLE BED NON SMOKING (VILLAGE VIEW),DELUXE ROOM
14826,DELUXE ROOM 1 KING BED CITY VIEW,DELUXE ROOM
11281,DELUXE ROOM 1 QUEEN BED POOL ACCESS,DELUXE ROOM
11261,DELUXE ROOM 1 QUEEN BED POOL ACCESS NONREFUNDABLE,DELUXE ROOM
12295,DELUXE ROOM 1ADULT,DELUXE ROOM
11273,DELUXE ROOM 2 TWIN BEDS POOL ACCESS,DELUXE ROOM
11259,DELUXE ROOM 2 TWIN BEDS POOL ACCESS NONREFUNDABLE,DELUXE ROOM
248,DELUXE ROOM 2+1,DELUXE ROOM
14902,DELUXE ROOM BB,DELUXE ROOM
15189,DELUXE ROOM BB   NR15BB10   NON REFUNDABLE 15D BB 10%,DELUXE ROOM
245,DELUXE ROOM CITY VIEW,DELUXE ROOM
679,DELUXE ROOM CITY VIEW  ESTANDAR,DELUXE ROOM
756,DELUXE ROOM DOUBLE OR TWIN,DELUXE ROOM
917,DELUXE ROOM DOUBLE OR TWIN    NO REEMBOLSABLE,DELUXE ROOM
921,DELUXE ROOM DOUBLE OR TWIN   TARIFA EMPAQUETADA    NO REEMBOLSABLE,DELUXE ROOM
15210,DELUXE ROOM FB,DELUXE ROOM
15199,DELUXE ROOM HB,DELUXE ROOM
322,DELUXE ROOM KING,DELUXE ROOM
13812,DELUXE ROOM KING SIZE BED,DELUXE ROOM
13781,DELUXE ROOM KING SIZE BED NON REFUNDABLE,DELUXE ROOM
13767,DELUXE ROOM NON REFUNDABLE,DELUXE ROOM
15193,DELUXE ROOM RO,DELUXE ROOM
15186,DELUXE ROOM RO   NR15RO10   NON REFUNDABLE 15D RO 10%,DELUXE ROOM
12050,DELUXE ROOM SEA VIEW,DELUXE ROOM
12663,DELUXE ROOM SINGLE USE,DELUXE ROOM
13944,DELUXE ROOM WITH BALCONY,DELUXE ROOM
12396,DELUXE ROOM WITH BALCONY AND CITY VIEW,DELUXE ROOM
13920,DELUXE ROOM WITH BALCONY NON REFUNDABLE,DELUXE ROOM
15459,DELUXE ROOM WITH EXTRA SOFA,DELUXE ROOM
11694,DELUXE ROOM WITH KING SIZE BED,DELUXE ROOM
11695,DELUXE ROOM WITH KING SIZE BED  (2 ADULTS  1 CHILD),DELUXE ROOM
11706,DELUXE ROOM WITH KING SIZE BED  (2 ADULTS  1 CHILD)  BREAKFAST INCLUDED IN THE PRICE,DELUXE ROOM
11705,DELUXE ROOM WITH KING SIZE BED  BREAKFAST INCLUDED IN THE PRICE,DELUXE ROOM
12645,DELUXE ROOM WITH RIVER OR CASTLE VIEW,DELUXE ROOM
11662,DELUXE ROOM WITH RIVER OR CASTLE VIEW NON REFUNDABLE,DELUXE ROOM
6742,"DELUXE ROOM WITH SPA ACCESS,1 DOUBLE BED,NONSMOKING + SAVE10%",DELUXE ROOM
13806,DELUXE ROOM WITH TERRACE,DELUXE ROOM
13773,DELUXE ROOM WITH TERRACE NON REFUNDABLE,DELUXE ROOM
1265,"DELUXE ROOM, 1 KING BED",DELUXE ROOM
1391,"DELUXE ROOM, 1 KING BED, CITY VIEW",DELUXE ROOM
1388,"DELUXE ROOM, 1 KING BED, COURTYARD VIEW (INTERIOR)",DELUXE ROOM
1121,"DELUXE ROOM, 2 ADULTS AND 1 CHILD, TERRACE, SEA VIEW",DELUXE ROOM
12434,"DELUXE ROOM, AVENUE VIEWS",DELUXE ROOM
12449,"DELUXE ROOM, AVENUE VIEWS (1AD)",DELUXE ROOM
12443,"DELUXE ROOM, AVENUE VIEWS (1AD) + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED",DELUXE ROOM
12427,"DELUXE ROOM, AVENUE VIEWS + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED",DELUXE ROOM
6717,"DELUXE ROOM, NON SMOKING (POSSIBILITÉ DE LITS TWIN SUR DEMANDE),1 KING BED",DELUXE ROOM
6712,"DELUXE ROOM, NON SMOKING (POSSIBILITÉ DE LITS TWIN SUR DEMANDE),1 KING BED + BOOK NOW AND SAVE",DELUXE ROOM
6718,"DELUXE ROOM, NON SMOKING (POSSIBILITÉ DE LITS TWIN SUR DEMANDE),1 KING BED + SAVE 10%",DELUXE ROOM
9021,"DELUXE ROOM, NON SMOKING (POSSIBILITÉ DE LITS TWIN SUR DEMANDE),1 KING BED + SAVE10%",DELUXE ROOM
12742,"DELUXE ROOM, NON SMOKING, BALCONY (1 KING BED)",DELUXE ROOM
12741,"DELUXE ROOM, NON SMOKING, BALCONY (2 TWIN BEDS)",DELUXE ROOM
12752,"DELUXE ROOM, NON SMOKING, PARK VIEW (1 KING BED)",DELUXE ROOM
2960,"DELUXE ROOM, PARTIAL SEA VIEW",DELUXE ROOM
