id,nombre,category_id,category,text_length,word_count,has_bed_info,has_rate_info,has_apartment,has_family_room,has_studio,has_shared_room,has_suite,has_junior_suite,has_premium_room,has_deluxe_room,has_superior_room,has_quadruple_room,has_triple_room,has_double_room,has_standard_room,has_classic_room
680,DELUXE TWIN ROOM CITY VIEW  ESTANDAR,7,DELUXE ROOM,36,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15319,DELUXE TWIN ROOM RO,7,DELUXE ROOM,19,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11965,"DELUXE TWIN ROOM, 2 TWIN BED",7,DELUXE ROOM,28,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6721,"DELUXE TWIN ROOM,2 TWIN BEDS,NONSMOKING",7,DELUXE ROOM,39,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13450,DELUXE VINTAGE,7,DELUXE ROOM,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13449,DELUXE VINTAGE + EXT BBFLEXPACK,7,DELUXE ROOM,31,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13448,DELUXE VINTAGE + EXT ROFLEXPACK,7,DELUXE ROOM,31,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14288,DELUXE VISTA MAR LATERAL,7,DELUXE ROOM,24,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5440,DELUXE WITH ACCESS TO THE SPA + EXCLUSIVE DISCOUNT,7,DELUXE ROOM,50,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11295,DELUXE WITH EXTRA BED,7,DELUXE ROOM,21,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14307,DELUXE WITH GARDEN VIEW,7,DELUXE ROOM,23,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1626,DELUXE WITH HYDROMASSAGE BATHTUB 2 ADULTS,7,DELUXE ROOM,41,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14308,DELUXE WITH POOL VIEW,7,DELUXE ROOM,21,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12073,"DELUXE, CITY VIEW",7,DELUXE ROOM,17,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11958,"DELUXE, DOUBLE BED",7,DELUXE ROOM,18,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12056,"DELUXE, DOUBLE BED, AVENUE VIEW",7,DELUXE ROOM,31,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12066,"DELUXE, DOUBLE BED, CITY VIEW",7,DELUXE ROOM,29,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12072,"DELUXE, DOUBLE BED, WITH VIEW",7,DELUXE ROOM,29,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11946,"DELUXE, SINGLE",7,DELUXE ROOM,14,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12080,"DELUXE, SINGLE, CITY VIEW",7,DELUXE ROOM,25,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11957,"DELUXE, TWIN BEDS",7,DELUXE ROOM,17,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12052,"DELUXE, TWIN BEDS, AVENUE VIEW",7,DELUXE ROOM,30,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12060,"DELUXE, TWIN BEDS, CITY VIEW",7,DELUXE ROOM,28,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12070,"DELUXE, TWIN BEDS, WITH VIEW",7,DELUXE ROOM,28,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12935,DESIGN,12,STANDARD ROOM,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5386,DESIGN CLASSIC COMFORT,13,CLASSIC ROOM,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5397,DESIGN SUPERIOR COMFORT,8,SUPERIOR ROOM,23,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5405,DESIGN SUPERIOR TWIN,8,SUPERIOR ROOM,20,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5531,DETENTE DUO MAX,12,STANDARD ROOM,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12734,DIPLOMATIC,12,STANDARD ROOM,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11834,DIPLOMATIC SUITE,4,SUITE,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11830,DIPLOMATIC SUITE  NR15BB10  NON REFUNDABLE 15D BB 10%,4,SUITE,53,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
555,DOBLE,11,DOUBLE ROOM,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5196,DOBLE    DOBLE BUSINESS CAMA QUEEN SIZE,11,DOUBLE ROOM,39,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5103,DOBLE    DOBLE SUPERIOR DOS CAMAS DOBLES,8,SUPERIOR ROOM,40,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5093,DOBLE    DOBLE VISTAS AL JARDÍN CAPACIDAD 2,11,DOUBLE ROOM,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5060,DOBLE   1 BAJADA DOBLE UNA CAMA,11,DOUBLE ROOM,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2743,DOBLE   BALCON DOBLE CON BALCÓN,11,DOUBLE ROOM,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5206,DOBLE   BUSINESS DOBLE BUSINESS,11,DOUBLE ROOM,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5205,DOBLE   CONFORT DOBLE COMFORT,11,DOUBLE ROOM,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2742,DOBLE   DOBLE ESTANDAR,11,DOUBLE ROOM,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4839,DOBLE   ESCAPADA BAR,11,DOUBLE ROOM,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6104,DOBLE   ESTANDAR,11,DOUBLE ROOM,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4840,DOBLE   ESTANDARD BAR,12,STANDARD ROOM,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
984,DOBLE   ESTANDARD DOBLE STANDARD,12,STANDARD ROOM,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5058,DOBLE   ESTANDARD NO REEMBOLSABLE,12,STANDARD ROOM,33,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2738,DOBLE   ESTANDARD NONREFUNDABLE,12,STANDARD ROOM,31,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5064,DOBLE   ESTANDARD OPACA,12,STANDARD ROOM,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5059,DOBLE   ESTANDARD OPACA NRF,12,STANDARD ROOM,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5063,DOBLE   ESTANDARD PÚBLICA,12,STANDARD ROOM,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5207,DOBLE   PREMIUM DOBLE PREMIUM,6,PREMIUM ROOM,29,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5208,DOBLE   PREMIUM VISTA MAR DOBLE PREMIUM VISTAS AL MAR,6,PREMIUM ROOM,53,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5068,DOBLE   SUPERIOR DOBLE SUPERIOR CAMA QUEEN SIZE,8,SUPERIOR ROOM,47,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5197,DOBLE   SUPERIOR VISTA MAR DOBLE SUPERIOR VISTAS AL MAR,8,SUPERIOR ROOM,55,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14356,DOBLE (1+0),11,DOUBLE ROOM,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
175,DOBLE (2PAX),11,DOUBLE ROOM,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
174,DOBLE (2PAX)   TARIFA EMPAQUETADA,11,DOUBLE ROOM,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
460,DOBLE (MATRIMONIAL),11,DOUBLE ROOM,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
459,DOBLE (MATRIMONIAL) TARIFA NO REEMBOLSABLE.,11,DOUBLE ROOM,43,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14923,DOBLE 1 ADULTO CLASICA,11,DOUBLE ROOM,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14739,DOBLE 1 ADULTO CONBALCON,11,DOUBLE ROOM,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14729,DOBLE 1 ADULTO ESTANDAR,11,DOUBLE ROOM,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4555,DOBLE 1 CAMA QUEEN (2PAX),11,DOUBLE ROOM,25,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3404,DOBLE 1 O 2 CAMAS CAMA KING SIZE    NO REEMBOLSABLE,11,DOUBLE ROOM,51,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3401,DOBLE 1 O 2 CAMAS CAMA KING SIZE   TARIFA EMPAQUETADA    NO REEMBOLSABLE,11,DOUBLE ROOM,72,12,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14797,DOBLE 1 O 2 CAMAS CLASSIC,11,DOUBLE ROOM,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14428,DOBLE 1 O 2 CAMAS CLASSIC   TARIFA EMPAQUETADA,11,DOUBLE ROOM,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14988,DOBLE 1 O 2 CAMAS CLASSIC CAMA QUEEN SIZE,11,DOUBLE ROOM,41,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14427,DOBLE 1 O 2 CAMAS CLASSIC CAMA QUEEN SIZE   TARIFA EMPAQUETADA,11,DOUBLE ROOM,62,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14715,DOBLE 1 O 2 CAMAS COMFORT,11,DOUBLE ROOM,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14424,DOBLE 1 O 2 CAMAS COMFORT   TARIFA EMPAQUETADA,11,DOUBLE ROOM,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14420,DOBLE 1 O 2 CAMAS COMFORT   TARIFA EMPAQUETADA    NO REEMBOLSABLE,11,DOUBLE ROOM,65,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14872,DOBLE 1 O 2 CAMAS CON BALCÓN,11,DOUBLE ROOM,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14683,DOBLE 1 O 2 CAMAS CON CAMA DOBLE,11,DOUBLE ROOM,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14996,DOBLE 1 O 2 CAMAS CON JACUZZI,11,DOUBLE ROOM,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13924,DOBLE 1 O 2 CAMAS CON VISTAS,11,DOUBLE ROOM,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14880,DOBLE 1 O 2 CAMAS DELUXE,7,DELUXE ROOM,24,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
659,DOBLE 1 O 2 CAMAS DELUXE   TARIFA EMPAQUETADA    NO REEMBOLSABLE,7,DELUXE ROOM,64,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14913,DOBLE 1 O 2 CAMAS DELUXE CAMA QUEEN SIZE,7,DELUXE ROOM,40,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14261,DOBLE 1 O 2 CAMAS DELUXE DOS CAMAS   TARIFA EMPAQUETADA,7,DELUXE ROOM,55,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14264,DOBLE 1 O 2 CAMAS DELUXE KING BED,7,DELUXE ROOM,33,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14262,DOBLE 1 O 2 CAMAS DELUXE KING BED   TARIFA EMPAQUETADA,7,DELUXE ROOM,54,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14927,DOBLE 1 O 2 CAMAS DELUXE SUPERIOR,8,SUPERIOR ROOM,33,7,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
13863,DOBLE 1 O 2 CAMAS DELUXE VISTAS AL JARDÍN,7,DELUXE ROOM,41,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14802,DOBLE 1 O 2 CAMAS DELUXE VISTAS AL MAR,7,DELUXE ROOM,38,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
143,DOBLE 1 O 2 CAMAS DOS CAMAS,11,DOUBLE ROOM,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
142,DOBLE 1 O 2 CAMAS DOS CAMAS   TARIFA EMPAQUETADA,11,DOUBLE ROOM,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15000,DOBLE 1 O 2 CAMAS EXECUTIVE,11,DOUBLE ROOM,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14722,DOBLE 1 O 2 CAMAS EXECUTIVE VISTAS A LA CIUDAD,11,DOUBLE ROOM,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144,DOBLE 1 O 2 CAMAS RUN OF HOUSE,11,DOUBLE ROOM,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
141,DOBLE 1 O 2 CAMAS RUN OF HOUSE   TARIFA EMPAQUETADA,11,DOUBLE ROOM,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3252,DOBLE 1 O 2 CAMAS STANDARD,11,DOUBLE ROOM,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
146,DOBLE 1 O 2 CAMAS STANDARD    NO REEMBOLSABLE,11,DOUBLE ROOM,45,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3350,DOBLE 1 O 2 CAMAS STANDARD   TARIFA EMPAQUETADA    NO REEMBOLSABLE,11,DOUBLE ROOM,66,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
14035,DOBLE 1 O 2 CAMAS SUPERIOR,8,SUPERIOR ROOM,26,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14399,DOBLE 1 O 2 CAMAS SUPERIOR    NO REEMBOLSABLE,8,SUPERIOR ROOM,45,8,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3326,DOBLE 1 O 2 CAMAS SUPERIOR   TARIFA EMPAQUETADA    NO REEMBOLSABLE,8,SUPERIOR ROOM,66,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
15042,DOBLE 1 O 2 CAMAS SUPERIOR CAMA KING SIZE,8,SUPERIOR ROOM,41,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4733,DOBLE 1 O 2 CAMAS SUPERIOR CAMA KING SIZE    NO REEMBOLSABLE,8,SUPERIOR ROOM,60,11,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4731,DOBLE 1 O 2 CAMAS SUPERIOR CAMA KING SIZE   TARIFA EMPAQUETADA    NO REEMBOLSABLE,8,SUPERIOR ROOM,81,13,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14026,DOBLE 1 O 2 CAMAS SUPERIOR CON VISTAS,8,SUPERIOR ROOM,37,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14994,DOBLE 1 O 2 CAMAS VISTAS A LA CIUDAD,11,DOUBLE ROOM,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15008,DOBLE 1 O 2 CAMAS VISTAS A LA PISCINA,11,DOUBLE ROOM,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124,DOBLE 1 O DOS CAMAS STANDARD,11,DOUBLE ROOM,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
145,DOBLE 1 O DOS CAMAS STANDARD   TARIFA EMPAQUETADA,11,DOUBLE ROOM,49,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5110,DOBLE 2 CAMAS SUPERIOR CON VISTAS   ESTANDARD OPACA,8,SUPERIOR ROOM,51,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5107,DOBLE 2 CAMAS SUPERIOR CON VISTAS   ESTANDARD PÚBLICA,8,SUPERIOR ROOM,53,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3237,DOBLE 2 PAX,11,DOUBLE ROOM,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14843,DOBLE BASIC,11,DOUBLE ROOM,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5200,DOBLE BUSINESS   DOBLE BUSINESS (2+0),11,DOUBLE ROOM,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5201,DOBLE BUSINESS   DOBLE BUSINESS (2+1),11,DOUBLE ROOM,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5210,DOBLE BUSINESS   DOBLE BUSINESS (3+0),11,DOUBLE ROOM,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14767,DOBLE CAMA KING SIZE,11,DOUBLE ROOM,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5042,DOBLE CAMA KING SIZE   TARIFA EMPAQUETADA,11,DOUBLE ROOM,41,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3349,DOBLE CAMA KING SIZE   TARIFA EMPAQUETADA    NO REEMBOLSABLE,11,DOUBLE ROOM,60,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
655,DOBLE CAMA QUEEN SIZE,11,DOUBLE ROOM,21,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14623,DOBLE CAMA QUEEN SIZE    NO REEMBOLSABLE,11,DOUBLE ROOM,40,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
656,DOBLE CAMA QUEEN SIZE   TARIFA EMPAQUETADA,11,DOUBLE ROOM,42,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
906,DOBLE CAMA QUEEN SIZE   TARIFA EMPAQUETADA    NO REEMBOLSABLE,11,DOUBLE ROOM,61,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14406,DOBLE CAPACIDAD 1,11,DOUBLE ROOM,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
916,DOBLE CLASSIC,11,DOUBLE ROOM,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14434,DOBLE CLASSIC   TARIFA EMPAQUETADA    NO REEMBOLSABLE,11,DOUBLE ROOM,53,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14929,DOBLE CLASSIC CAMA KING SIZE,11,DOUBLE ROOM,28,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14433,DOBLE CLASSIC CAMA KING SIZE   TARIFA EMPAQUETADA    NO REEMBOLSABLE,11,DOUBLE ROOM,68,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14936,DOBLE CLASSIC VISTAS AL JARDÍN,11,DOUBLE ROOM,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14389,DOBLE COMFORT,11,DOUBLE ROOM,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10829,DOBLE COMFORT   TARIFA EMPAQUETADA,11,DOUBLE ROOM,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14419,DOBLE COMFORT   TARIFA EMPAQUETADA    NO REEMBOLSABLE,11,DOUBLE ROOM,53,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
927,DOBLE CON BALCON,11,DOUBLE ROOM,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14450,DOBLE CON CAMA DOBLE,11,DOUBLE ROOM,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
363,DOBLE CON CAMA SUPLETORIA,8,SUPERIOR ROOM,25,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13319,DOBLE CON COCINA AMERICANA,11,DOUBLE ROOM,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13294,DOBLE CON COCINA AMERICANA   TARIFA EMPAQUETADA,11,DOUBLE ROOM,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15050,DOBLE CON JACUZZI,11,DOUBLE ROOM,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1853,DOBLE CON PARKING (2PAX),11,DOUBLE ROOM,24,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3386,DOBLE CON SUPLETORIA,8,SUPERIOR ROOM,20,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6242,DOBLE CON SUPLETORIA Y TERRAZA (2+1),8,SUPERIOR ROOM,36,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6243,DOBLE CON SUPLETORIA Y TERRAZA (3+0),8,SUPERIOR ROOM,36,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3101,DOBLE CON TERRAZA,11,DOUBLE ROOM,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
132,DOBLE CON VISTAS,11,DOUBLE ROOM,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350,DOBLE CON VISTAS   TARIFA EMPAQUETADA    NO REEMBOLSABLE,11,DOUBLE ROOM,56,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5095,DOBLE CONFORT   DOBLE COMFORT (2+0),11,DOUBLE ROOM,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,DOBLE DELUXE,7,DELUXE ROOM,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14538,DOBLE DELUXE    NO REEMBOLSABLE,7,DELUXE ROOM,31,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
54,DOBLE DELUXE   TARIFA EMPAQUETADA,7,DELUXE ROOM,33,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
57,DOBLE DELUXE   TARIFA EMPAQUETADA    NO REEMBOLSABLE,7,DELUXE ROOM,52,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14628,DOBLE DELUXE CAMA QUEEN SIZE   TARIFA EMPAQUETADA    NO REEMBOLSABLE,7,DELUXE ROOM,68,9,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
923,DOBLE DELUXE CON BALCÓN    NO REEMBOLSABLE,7,DELUXE ROOM,42,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14778,DOBLE DELUXE CON TERRAZA,7,DELUXE ROOM,24,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14861,DOBLE DELUXE CON TERRAZA (1) NO REEMBOLSABLE,7,DELUXE ROOM,44,7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14299,DOBLE DELUXE CON VISTAS,7,DELUXE ROOM,23,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14297,DOBLE DELUXE CON VISTAS   TARIFA EMPAQUETADA,7,DELUXE ROOM,44,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13830,DOBLE DELUXE KING BED,7,DELUXE ROOM,21,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13336,DOBLE DELUXE KING BED   TARIFA EMPAQUETADA,7,DELUXE ROOM,42,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14917,DOBLE DELUXE PREMIUM,6,PREMIUM ROOM,20,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
5038,DOBLE DELUXE TARIFA NO REEMBOLSABLE.,7,DELUXE ROOM,36,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14879,DOBLE DELUXE V/MAR C/BALCON,7,DELUXE ROOM,27,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
684,DOBLE DELUXE VISTA CIUTAD NO REEMBOLSABLE,7,DELUXE ROOM,41,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14057,DOBLE DELUXE VISTAS A LA CIUDAD,7,DELUXE ROOM,31,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14281,DOBLE DELUXE VISTAS A LA CIUDAD    NO REEMBOLSABLE,7,DELUXE ROOM,50,8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14051,DOBLE DELUXE VISTAS A LA CIUDAD   TARIFA EMPAQUETADA,7,DELUXE ROOM,52,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14267,DOBLE DELUXE VISTAS A LA CIUDAD   TARIFA EMPAQUETADA    NO REEMBOLSABLE,7,DELUXE ROOM,71,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
676,DOBLE DELUXE VISTAS A LA CIUDAD TARIFA NO REEMBOLSABLE.,7,DELUXE ROOM,55,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14940,DOBLE DELUXE VISTAS AL JARDÍN,7,DELUXE ROOM,29,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13884,DOBLE DELUXE VISTAS AL MAR,7,DELUXE ROOM,26,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13835,DOBLE DELUXE VISTAS AL MAR   TARIFA EMPAQUETADA,7,DELUXE ROOM,47,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4782,DOBLE DELUXE-  NO REEMBOLSABLE,7,DELUXE ROOM,30,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10865,DOBLE DOBLE CON BALCON ESTANDARD,12,STANDARD ROOM,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
10878,DOBLE DOBLE CON TERRAZA,11,DOUBLE ROOM,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14734,DOBLE DOS CAMAS,11,DOUBLE ROOM,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3226,DOBLE DOS CAMAS    NO REEMBOLSABLE,11,DOUBLE ROOM,34,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3272,DOBLE DOS CAMAS   TARIFA EMPAQUETADA    NO REEMBOLSABLE,11,DOUBLE ROOM,55,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10870,DOBLE DOUBLE PREMIUM,11,DOUBLE ROOM,20,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10864,DOBLE DOUBLE SUPREME ROOM BALCONY OR TERRACE,11,DOUBLE ROOM,44,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
913,DOBLE ECONOMY,11,DOUBLE ROOM,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
